"Species","Data","Parameter","Year","Cohort","Linf","K","t0","Level"
"WHG","2009 GOV 3647 Groundgear A data","Gear","2009","No","49.8232390245257","0.32266015390097","-1.53695694853244","GOV 3647 Groundgear A"
"WHG","2010 GOV 3647 Groundgear A data","Gear","2010","No","50.3383159495459","0.384703777656912","-1.06682646582516","GOV 3647 Groundgear A"
"WHG","2011 GOV 3647 Groundgear A data","Gear","2011","No","65.6768809591632","0.209225471491496","-1.54850350752279","GOV 3647 Groundgear A"
"WHG","2012 GOV 3647 Groundgear A data","Gear","2012","No","60.3390737853756","0.255767745764834","-1.39548322762351","GOV 3647 Groundgear A"
"WHG","2013 GOV 3647 Groundgear A data","Gear","2013","No","49.8515497927462","0.341404309542636","-1.26609283396778","GOV 3647 Groundgear A"
"WHG","2014 GOV 3647 Groundgear A data","Gear","2014","No","48.7920513008859","0.42979835574055","-1.00492821084169","GOV 3647 Groundgear A"
"WHG","2015 GOV 3647 Groundgear A data","Gear","2015","No","50.8960765232842","0.367533606128786","-1.13021159850793","GOV 3647 Groundgear A"
"WHG","2016 GOV 3647 Groundgear A data","Gear","2016","No","52.0800897044253","0.349135276891598","-1.07186637511037","GOV 3647 Groundgear A"
"WHG","2017 GOV 3647 Groundgear A data","Gear","2017","No","52.6380905896261","0.298681019921456","-1.32097218803962","GOV 3647 Groundgear A"
"WHG","2018 GOV 3647 Groundgear A data","Gear","2018","No","58.4545260930579","0.238912510000424","-1.55990454099025","GOV 3647 Groundgear A"
"WHG","2019 GOV 3647 Groundgear A data","Gear","2019","No","60.1814067197183","0.251416987509177","-1.3880476969989","GOV 3647 Groundgear A"
"WHG","2020 GOV 3647 Groundgear A data","Gear","2020","No","54.7091316672903","0.276855061008591","-1.32633146236128","GOV 3647 Groundgear A"
"WHG","2021 GOV 3647 Groundgear A data","Gear","2021","No","64.2951775254498","0.213484359624755","-1.49193238274165","GOV 3647 Groundgear A"
"WHG","2022 GOV 3647 Groundgear A data","Gear","2022","No","58.6845234562274","0.214299140111856","-1.64222451051664","GOV 3647 Groundgear A"
"WHG","2023 GOV 3647 Groundgear A data","Gear","2023","No","52.7835608361466","0.245457019019299","-1.71569403081409","GOV 3647 Groundgear A"
"WHG","2024 GOV 3647 Groundgear A data","Gear","2024","No","47.4150525111166","0.318746217081223","-1.60403459148276","GOV 3647 Groundgear A"
"WHG","2025 GOV 3647 Groundgear A data","Gear","2025","No","49.579457951841","0.330440067027401","-1.27552023432586","GOV 3647 Groundgear A"
"WHG","2003 GOV 3647 Groundgear D data","Gear","2003","No","39.8123191798704","0.514521466838829","-1.33729009802815","GOV 3647 Groundgear D"
"WHG","2004 GOV 3647 Groundgear D data","Gear","2004","No","38.6443373934924","0.530653239156649","-0.906438306024416","GOV 3647 Groundgear D"
"WHG","2005 GOV 3647 Groundgear D data","Gear","2005","No",NA,NA,NA,"GOV 3647 Groundgear D"
"WHG","2006 GOV 3647 Groundgear D data","Gear","2006","No","39.0836737899616","0.528529785353744","-1.05882006105571","GOV 3647 Groundgear D"
"WHG","2007 GOV 3647 Groundgear D data","Gear","2007","No","36.8516726255783","0.677370097387127","-0.787784132745853","GOV 3647 Groundgear D"
"WHG","2008 GOV 3647 Groundgear D data","Gear","2008","No","38.7549063202796","0.764486532830468","-0.544467765991198","GOV 3647 Groundgear D"
"WHG","2009 GOV 3647 Groundgear D data","Gear","2009","No","38.8285122035531","0.688876182451682","-0.77495618212803","GOV 3647 Groundgear D"
"WHG","2010 GOV 3647 Groundgear D data","Gear","2010","No","39.5884565612288","0.746462738219195","-0.492288417268555","GOV 3647 Groundgear D"
"WHG","2011 GOV 3647 Groundgear D data","Gear","2011","No","39.3778723787401","0.500332424815228","-0.984708802961218","GOV 3647 Groundgear D"
"WHG","2012 GOV 3647 Groundgear D data","Gear","2012","No","39.1315287764997","0.487256701519751","-1.1481474137806","GOV 3647 Groundgear D"
"WHG","2013 GOV 3647 Groundgear D data","Gear","2013","No","39.6466353054055","0.482289086829746","-0.865813708357353","GOV 3647 Groundgear D"
"WHG","2014 GOV 3647 Groundgear D data","Gear","2014","No","38.9904894077928","0.547047869587214","-0.916045971191831","GOV 3647 Groundgear D"
"WHG","2015 GOV 3647 Groundgear D data","Gear","2015","No","39.7768778891483","0.621491709588048","-0.772321315776531","GOV 3647 Groundgear D"
"WHG","2016 GOV 3647 Groundgear D data","Gear","2016","No","40.2793181191313","0.520498036762842","-0.780997612552006","GOV 3647 Groundgear D"
"WHG","2017 GOV 3647 Groundgear D data","Gear","2017","No","40.0903011601697","0.451959107664678","-1.08755620303474","GOV 3647 Groundgear D"
"WHG","2018 GOV 3647 Groundgear D data","Gear","2018","No","42.806044247299","0.370128602149956","-1.41260934097469","GOV 3647 Groundgear D"
"WHG","2019 GOV 3647 Groundgear D data","Gear","2019","No","37.9178494686481","0.555023417008262","-1.06075360432494","GOV 3647 Groundgear D"
"WHG","2020 GOV 3647 Groundgear D data","Gear","2020","No","41.2852047672197","0.512074151233384","-0.961955890796171","GOV 3647 Groundgear D"
"WHG","2021 GOV 3647 Groundgear D data","Gear","2021","No","43.9259332277642","0.377538812174424","-1.33772731929501","GOV 3647 Groundgear D"
"WHG","2022 GOV 3647 Groundgear D data","Gear","2022","No","41.9989202510544","0.410446944533104","-1.12698156280471","GOV 3647 Groundgear D"
"WHG","2023 GOV 3647 Groundgear D data","Gear","2023","No","40.2921094491941","0.390646620688809","-1.51716391098602","GOV 3647 Groundgear D"
"WHG","2024 GOV 3647 Groundgear D data","Gear","2024","No","41.0335272820516","0.448414885967983","-1.24986535017529","GOV 3647 Groundgear D"
"WHG","2025 GOV 3647 Groundgear D data","Gear","2025","No","40.1605147612392","0.476255285553357","-1.04312624737532","GOV 3647 Groundgear D"
"WHG","2022 IBTS Experimental Trawl data","Gear","2022","No",NA,NA,NA,"IBTS Experimental Trawl"
"WHG","2025 Scaled Jackson Trawl data","Gear","2025","No",NA,NA,NA,"Scaled Jackson Trawl"
"COD","2003 VIa data","Division","2003","No",NA,NA,NA,"VIa"
"COD","2004 VIa data","Division","2004","No","59.1146788990826","1.24624828747417","0.111054682380128","VIa"
"COD","2005 VIa data","Division","2005","No",NA,NA,NA,"VIa"
"COD","2006 VIa data","Division","2006","No","-90.691057549559","-0.10307992723014","-2.57947227156451","VIa"
"COD","2007 VIa data","Division","2007","No",NA,NA,NA,"VIa"
"COD","2008 VIa data","Division","2008","No","96.2214094349738","0.33655777603561","-0.530814945978616","VIa"
"COD","2009 VIa data","Division","2009","No","-167.265050112942","-0.0787468843682249","-1.58705720035033","VIa"
"COD","2010 VIa data","Division","2010","No","85.7400245896303","0.514317240675784","-0.09718589359209","VIa"
"COD","2011 VIa data","Division","2011","No",NA,NA,NA,"VIa"
"COD","2012 VIa data","Division","2012","No","-4.76964285714229","-0.224778874654942","-8.92947183118238","VIa"
"COD","2013 VIa data","Division","2013","No",NA,NA,NA,"VIa"
"COD","2014 VIa data","Division","2014","No","109.254425849732","0.282946587381075","-0.41515674467636","VIa"
"COD","2015 VIa data","Division","2015","No","-301.260739260746","-0.0438922685571523","-1.63696405982814","VIa"
"COD","2016 VIa data","Division","2016","No","107.200452986961","0.271284282303018","-0.569912874212478","VIa"
"COD","2017 VIa data","Division","2017","No","107.116189699042","0.277527788637534","-0.454354179447413","VIa"
"COD","2018 VIa data","Division","2018","No",NA,NA,NA,"VIa"
"COD","2019 VIa data","Division","2019","No","93.3615084759417","0.382231921376313","-0.427592344707914","VIa"
"COD","2020 VIa data","Division","2020","No","62.2351383614708","0.832411761489877","-0.343426704369218","VIa"
"COD","2021 VIa data","Division","2021","No","69.9528301886792","0.921988752988793","0.128097296852172","VIa"
"COD","2022 VIa data","Division","2022","No","69.0215314986082","1.36655643578562","0.425027588978161","VIa"
"COD","2024 VIa data","Division","2024","No",NA,NA,NA,"VIa"
"COD","2025 VIa data","Division","2025","No",NA,NA,NA,"VIa"
"COD","2003 VIIb data","Division","2003","No",NA,NA,NA,"VIIb"
"COD","2004 VIIb data","Division","2004","No",NA,NA,NA,"VIIb"
"COD","2005 VIIb data","Division","2005","No",NA,NA,NA,"VIIb"
"COD","2006 VIIb data","Division","2006","No",NA,NA,NA,"VIIb"
"COD","2007 VIIb data","Division","2007","No",NA,NA,NA,"VIIb"
"COD","2008 VIIb data","Division","2008","No",NA,NA,NA,"VIIb"
"COD","2009 VIIb data","Division","2009","No",NA,NA,NA,"VIIb"
"COD","2010 VIIb data","Division","2010","No",NA,NA,NA,"VIIb"
"COD","2011 VIIb data","Division","2011","No",NA,NA,NA,"VIIb"
"COD","2012 VIIb data","Division","2012","No",NA,NA,NA,"VIIb"
"COD","2013 VIIb data","Division","2013","No",NA,NA,NA,"VIIb"
"COD","2014 VIIb data","Division","2014","No","95.9198743501078","1.01485729601982","0.374073874401416","VIIb"
"COD","2015 VIIb data","Division","2015","No","107","0.200670695462151","-1.84139878078339","VIIb"
"COD","2016 VIIb data","Division","2016","No",NA,NA,NA,"VIIb"
"COD","2017 VIIb data","Division","2017","No","131.219071069086","0.244486461586668","-0.632028839626088","VIIb"
"COD","2018 VIIb data","Division","2018","No",NA,NA,NA,"VIIb"
"COD","2019 VIIb data","Division","2019","No",NA,NA,NA,"VIIb"
"COD","2020 VIIb data","Division","2020","No",NA,NA,NA,"VIIb"
"COD","2021 VIIb data","Division","2021","No",NA,NA,NA,"VIIb"
"COD","2022 VIIb data","Division","2022","No",NA,NA,NA,"VIIb"
"COD","2023 VIIb data","Division","2023","No",NA,NA,NA,"VIIb"
"COD","2024 VIIb data","Division","2024","No",NA,NA,NA,"VIIb"
"COD","2025 VIIb data","Division","2025","No",NA,NA,NA,"VIIb"
"COD","2015 VIIc data","Division","2015","No",NA,NA,NA,"VIIc"
"COD","2016 VIIc data","Division","2016","No",NA,NA,NA,"VIIc"
"COD","2019 VIIc data","Division","2019","No",NA,NA,NA,"VIIc"
"COD","2021 VIIc data","Division","2021","No",NA,NA,NA,"VIIc"
"COD","2003 VIIg data","Division","2003","No","104.348100033646","0.546805130700688","-0.00255818633002823","VIIg"
"COD","2004 VIIg data","Division","2004","No","158.230017852041","0.191360351893198","-0.547454670241619","VIIg"
"COD","2005 VIIg data","Division","2005","No","90.4062963078749","0.406019244839372","-0.53630346717467","VIIg"
"COD","2006 VIIg data","Division","2006","No","118.927936177734","0.351603326384482","-0.167860984138535","VIIg"
"COD","2007 VIIg data","Division","2007","No","211.007467884984","0.150799675495848","-0.352131030764474","VIIg"
"COD","2008 VIIg data","Division","2008","No","243.47739123693","0.107048635156642","-0.792105188025885","VIIg"
"COD","2009 VIIg data","Division","2009","No",NA,NA,NA,"VIIg"
"COD","2010 VIIg data","Division","2010","No","236.319083561592","0.123145242871745","-0.374185125172169","VIIg"
"COD","2011 VIIg data","Division","2011","No",NA,NA,NA,"VIIg"
"COD","2012 VIIg data","Division","2012","No",NA,NA,NA,"VIIg"
"COD","2013 VIIg data","Division","2013","No","232.614102383755","0.10480930522227","-0.826867078920581","VIIg"
"COD","2014 VIIg data","Division","2014","No","102.630490704396","0.583288628809639","0.167722879048563","VIIg"
"COD","2015 VIIg data","Division","2015","No",NA,NA,NA,"VIIg"
"COD","2016 VIIg data","Division","2016","No","101.729579805148","0.593878919213528","0.129886963077566","VIIg"
"COD","2017 VIIg data","Division","2017","No","148.148213437251","0.212104756185111","-0.77637150638479","VIIg"
"COD","2018 VIIg data","Division","2018","No","132.972628295812","0.248056860808626","-0.703726065430814","VIIg"
"COD","2019 VIIg data","Division","2019","No","120.909296614757","0.347095185895163","-0.0795397875351431","VIIg"
"COD","2020 VIIg data","Division","2020","No",NA,NA,NA,"VIIg"
"COD","2021 VIIg data","Division","2021","No","134.586566971401","0.282873032843533","-0.362609407066249","VIIg"
"COD","2022 VIIg data","Division","2022","No","163.805736922912","0.202718710480845","-0.395866420519584","VIIg"
"COD","2023 VIIg data","Division","2023","No",NA,NA,NA,"VIIg"
"COD","2024 VIIg data","Division","2024","No","125.666666660256","0.263046547974374","-0.685281424818672","VIIg"
"COD","2025 VIIg data","Division","2025","No",NA,NA,NA,"VIIg"
"COD","2003 VIIj data","Division","2003","No","85.7177033492823","2.07526617026936","0.695351852132766","VIIj"
"COD","2004 VIIj data","Division","2004","No",NA,NA,NA,"VIIj"
"COD","2005 VIIj data","Division","2005","No",NA,NA,NA,"VIIj"
"COD","2006 VIIj data","Division","2006","No",NA,NA,NA,"VIIj"
"COD","2007 VIIj data","Division","2007","No",NA,NA,NA,"VIIj"
"COD","2008 VIIj data","Division","2008","No","86.7663043478261","0.77908961036067","-0.0176641834579321","VIIj"
"COD","2009 VIIj data","Division","2009","No",NA,NA,NA,"VIIj"
"COD","2010 VIIj data","Division","2010","No",NA,NA,NA,"VIIj"
"COD","2011 VIIj data","Division","2011","No","77.8864192099006","0.903688727584763","0.0650808427099718","VIIj"
"COD","2012 VIIj data","Division","2012","No","78.5453703703704","2.79902197930792","1.33600789795052","VIIj"
"COD","2013 VIIj data","Division","2013","No","103.499999990585","0.405465108858569","-0.604546350262413","VIIj"
"COD","2014 VIIj data","Division","2014","No","100.967693266511","0.969297589129957","0.456876312423844","VIIj"
"COD","2015 VIIj data","Division","2015","No",NA,NA,NA,"VIIj"
"COD","2016 VIIj data","Division","2016","No","115.50567274051","0.378816952908123","-0.36550671468791","VIIj"
"COD","2017 VIIj data","Division","2017","No",NA,NA,NA,"VIIj"
"COD","2018 VIIj data","Division","2018","No","109.503658626775","0.501999681895748","-0.0731599085489122","VIIj"
"COD","2019 VIIj data","Division","2019","No",NA,NA,NA,"VIIj"
"COD","2020 VIIj data","Division","2020","No",NA,NA,NA,"VIIj"
"COD","2021 VIIj data","Division","2021","No","142.36811388442","0.193335623814082","-1.05508179700411","VIIj"
"COD","2022 VIIj data","Division","2022","No",NA,NA,NA,"VIIj"
"COD","2023 VIIj data","Division","2023","No",NA,NA,NA,"VIIj"
"COD","2025 VIIj data","Division","2025","No",NA,NA,NA,"VIIj"
"COD","2007 VIIk data","Division","2007","No",NA,NA,NA,"VIIk"
"DGS","2004 VIa data","Division","2004","No","74.8122670495494","0.262536008085924","-2.86905376502495","VIa"
"DGS","2004 VIIb data","Division","2004","No","75.1280276978054","0.799246811547978","2.77917124986739","VIIb"
"DGS","2004 VIIg data","Division","2004","No","85.0551767945289","0.233415003973647","-0.868768421920918","VIIg"
"DGS","2004 VIIj data","Division","2004","No",NA,NA,NA,"VIIj"
"HAD","2003 VIa data","Division","2003","No","45.8880126605804","0.405478197128425","-1.12326189016342","VIa"
"HAD","2004 VIa data","Division","2004","No","45.214307725714","0.328770113476833","-1.33169613245556","VIa"
"HAD","2005 VIa data","Division","2005","No","48.2866721280391","0.297468748449299","-1.57781803089053","VIa"
"HAD","2006 VIa data","Division","2006","No","56.8705805224639","0.168018637705445","-2.48552213247556","VIa"
"HAD","2007 VIa data","Division","2007","No","43.9729951214529","0.448855309762749","-1.10254293770314","VIa"
"HAD","2008 VIa data","Division","2008","No","43.2959742190285","0.528608696854764","-0.729709984578952","VIa"
"HAD","2009 VIa data","Division","2009","No","41.0746519267098","0.539230723548229","-0.99727792394249","VIa"
"HAD","2010 VIa data","Division","2010","No","44.4394813231004","0.406282402140062","-1.38487946288766","VIa"
"HAD","2011 VIa data","Division","2011","No","46.8254818610018","0.335191501213804","-1.40765712115688","VIa"
"HAD","2012 VIa data","Division","2012","No","49.0791389160081","0.297193668407838","-1.45964819760702","VIa"
"HAD","2013 VIa data","Division","2013","No","46.450374919792","0.37599694630686","-1.11073604172325","VIa"
"HAD","2014 VIa data","Division","2014","No","43.492341411245","0.488970462818433","-1.02882369620215","VIa"
"HAD","2015 VIa data","Division","2015","No","47.2664388036625","0.376704198272898","-1.14898769984459","VIa"
"HAD","2016 VIa data","Division","2016","No","48.1472390004777","0.353704323096502","-1.05407468961745","VIa"
"HAD","2017 VIa data","Division","2017","No","47.7639085896589","0.409844912972527","-0.896422778338025","VIa"
"HAD","2018 VIa data","Division","2018","No","56.1516072440049","0.174328598871267","-2.18328020748332","VIa"
"HAD","2019 VIa data","Division","2019","No","40.6662331065297","0.458074638090328","-1.23840894972744","VIa"
"HAD","2020 VIa data","Division","2020","No","44.0384726428514","0.33450109884783","-1.56226016355065","VIa"
"HAD","2021 VIa data","Division","2021","No","43.8806320275367","0.374821931378797","-1.29103524648934","VIa"
"HAD","2022 VIa data","Division","2022","No","45.0002385573356","0.346121689148098","-1.2008623416968","VIa"
"HAD","2023 VIa data","Division","2023","No","45.7137454669105","0.278637172838085","-1.60693302761459","VIa"
"HAD","2024 VIa data","Division","2024","No","50.158203961954","0.231099129902512","-1.86393937506408","VIa"
"HAD","2025 VIa data","Division","2025","No","42.481022863355","0.392323122723288","-1.28370557869708","VIa"
"HAD","2003 VIIb data","Division","2003","No","53.5899664408815","0.261743481206526","-1.24876009619614","VIIb"
"HAD","2004 VIIb data","Division","2004","No","45.5514493763622","0.291723913274531","-1.443006966407","VIIb"
"HAD","2005 VIIb data","Division","2005","No","88.6324095310109","0.0840713647258624","-2.63805885802402","VIIb"
"HAD","2006 VIIb data","Division","2006","No","44.6623161641678","0.310774733151551","-1.59594910216489","VIIb"
"HAD","2007 VIIb data","Division","2007","No","47.6123779159408","0.280263758703637","-1.72323424193227","VIIb"
"HAD","2008 VIIb data","Division","2008","No","43.1981970640078","0.45434951152726","-0.985241673863972","VIIb"
"HAD","2009 VIIb data","Division","2009","No","48.7061091914893","0.321204510421127","-1.35845413241338","VIIb"
"HAD","2010 VIIb data","Division","2010","No","47.4695501462297","0.297971810590854","-1.53342125235752","VIIb"
"HAD","2011 VIIb data","Division","2011","No","79.9322205543","0.114873923518931","-2.12348656558722","VIIb"
"HAD","2012 VIIb data","Division","2012","No","57.7406568698333","0.211704490395742","-1.72607324573953","VIIb"
"HAD","2013 VIIb data","Division","2013","No","61.6414119789131","0.179470816002536","-1.92722091428996","VIIb"
"HAD","2014 VIIb data","Division","2014","No","49.3825259079916","0.432635237036684","-1.01069486336012","VIIb"
"HAD","2015 VIIb data","Division","2015","No","46.3845116933728","0.445422273381555","-0.983019613413362","VIIb"
"HAD","2016 VIIb data","Division","2016","No","46.6048080505724","0.362310098228159","-1.19598700427109","VIIb"
"HAD","2017 VIIb data","Division","2017","No","48.9013987968086","0.343904947979729","-1.26445272779956","VIIb"
"HAD","2018 VIIb data","Division","2018","No","57.0110502570061","0.192289325908807","-1.95836277604042","VIIb"
"HAD","2019 VIIb data","Division","2019","No","42.4091123009283","0.548365861726603","-0.847943665903906","VIIb"
"HAD","2020 VIIb data","Division","2020","No","46.7749573626045","0.311718493360979","-1.40087084356004","VIIb"
"HAD","2021 VIIb data","Division","2021","No","46.0551808656967","0.329175337703465","-1.3991790886805","VIIb"
"HAD","2022 VIIb data","Division","2022","No","46.8025446898531","0.342794093395798","-1.25127638256357","VIIb"
"HAD","2023 VIIb data","Division","2023","No","51.3576455821009","0.250547158520381","-1.49916649989544","VIIb"
"HAD","2024 VIIb data","Division","2024","No","55.9468019038331","0.205894604373706","-1.81126871280035","VIIb"
"HAD","2025 VIIb data","Division","2025","No","50.1655726103234","0.275090248405022","-1.59342552913281","VIIb"
"HAD","2006 VIIc data","Division","2006","No","79.4036480715599","0.257400719540554","-1.26513485921438","VIIc"
"HAD","2007 VIIc data","Division","2007","No","45.8436530746901","0.554651767514564","-0.824531885001707","VIIc"
"HAD","2008 VIIc data","Division","2008","No","37.5741532164669","3.32354135454733","-0.188645863886447","VIIc"
"HAD","2009 VIIc data","Division","2009","No",NA,NA,NA,"VIIc"
"HAD","2010 VIIc data","Division","2010","No","45.572142918664","0.789265931679597","-0.260169154165424","VIIc"
"HAD","2012 VIIc data","Division","2012","No",NA,NA,NA,"VIIc"
"HAD","2013 VIIc data","Division","2013","No","48.5774328704404","0.395336803559933","-1.43263926834085","VIIc"
"HAD","2014 VIIc data","Division","2014","No",NA,NA,NA,"VIIc"
"HAD","2015 VIIc data","Division","2015","No",NA,NA,NA,"VIIc"
"HAD","2016 VIIc data","Division","2016","No","64.0099757679261","0.227622872788822","-1.7611105017174","VIIc"
"HAD","2018 VIIc data","Division","2018","No","54.9034115551524","0.330461852701401","-1.36197512472383","VIIc"
"HAD","2019 VIIc data","Division","2019","No","54.2901400809333","0.331323697659296","-1.53884213264974","VIIc"
"HAD","2020 VIIc data","Division","2020","No",NA,NA,NA,"VIIc"
"HAD","2021 VIIc data","Division","2021","No",NA,NA,NA,"VIIc"
"HAD","2022 VIIc data","Division","2022","No","55.3687443634688","0.327174464203231","-1.62701913177955","VIIc"
"HAD","2023 VIIc data","Division","2023","No",NA,NA,NA,"VIIc"
"HAD","2024 VIIc data","Division","2024","No",NA,NA,NA,"VIIc"
"HAD","2025 VIIc data","Division","2025","No",NA,NA,NA,"VIIc"
"HAD","2003 VIIg data","Division","2003","No","301.759210940704","0.0410395209347138","-1.37574129817746","VIIg"
"HAD","2004 VIIg data","Division","2004","No",NA,NA,NA,"VIIg"
"HAD","2005 VIIg data","Division","2005","No","58.1719930343847","0.269023740257895","-1.40743257318822","VIIg"
"HAD","2006 VIIg data","Division","2006","No",NA,NA,NA,"VIIg"
"HAD","2007 VIIg data","Division","2007","No","72.2455275258222","0.209529196449079","-1.51604240249504","VIIg"
"HAD","2008 VIIg data","Division","2008","No","81.0189968403158","0.19494982733271","-1.4409024674492","VIIg"
"HAD","2009 VIIg data","Division","2009","No","67.2347210733572","0.256887336385931","-1.25448726578983","VIIg"
"HAD","2010 VIIg data","Division","2010","No","88.449045045691","0.174011617281513","-1.14888020903524","VIIg"
"HAD","2011 VIIg data","Division","2011","No","224.928715716698","0.038868776805031","-2.17006733505993","VIIg"
"HAD","2012 VIIg data","Division","2012","No","134.956322124384","0.0671099938888826","-2.30047005163361","VIIg"
"HAD","2013 VIIg data","Division","2013","No","51.4392145023251","0.394688187444409","-1.10225641508438","VIIg"
"HAD","2014 VIIg data","Division","2014","No","52.3956523126698","0.467116201840998","-0.882439912876076","VIIg"
"HAD","2015 VIIg data","Division","2015","No","58.1453596679595","0.369992004475458","-1.02173294919455","VIIg"
"HAD","2016 VIIg data","Division","2016","No","64.4075708875241","0.297382618459091","-1.03223087269618","VIIg"
"HAD","2017 VIIg data","Division","2017","No","75.5859493967103","0.199339931690425","-1.36983570102427","VIIg"
"HAD","2018 VIIg data","Division","2018","No","67.0136104632385","0.232306145631216","-1.39089377329028","VIIg"
"HAD","2019 VIIg data","Division","2019","No","61.4899620827877","0.252059559222525","-1.36833707911308","VIIg"
"HAD","2020 VIIg data","Division","2020","No","72.0166826465259","0.206382042806069","-1.27191875649488","VIIg"
"HAD","2021 VIIg data","Division","2021","No","103.453839953551","0.0986301868122945","-2.0410666355611","VIIg"
"HAD","2022 VIIg data","Division","2022","No","58.0197682745503","0.263330232830701","-1.41223075084936","VIIg"
"HAD","2023 VIIg data","Division","2023","No","56.4479782545154","0.254952446971177","-1.39021220560858","VIIg"
"HAD","2024 VIIg data","Division","2024","No","68.8716664522693","0.147872587136673","-2.10944105327592","VIIg"
"HAD","2025 VIIg data","Division","2025","No","51.455233431595","0.268763348405368","-1.68666055838892","VIIg"
"HAD","2003 VIIj data","Division","2003","No","63.7254236374239","0.298746085443722","-0.927607631524669","VIIj"
"HAD","2004 VIIj data","Division","2004","No","161.205712256514","0.0554892535637498","-2.00927200306912","VIIj"
"HAD","2005 VIIj data","Division","2005","No",NA,NA,NA,"VIIj"
"HAD","2006 VIIj data","Division","2006","No","59.1216257717671","0.26162474398136","-1.535733508419","VIIj"
"HAD","2007 VIIj data","Division","2007","No","60.7187488314854","0.27644244396125","-1.42635980111396","VIIj"
"HAD","2008 VIIj data","Division","2008","No","65.5104636068023","0.288312545178858","-1.17009931353017","VIIj"
"HAD","2009 VIIj data","Division","2009","No","65.6256308291273","0.28857707807631","-1.09627215039775","VIIj"
"HAD","2010 VIIj data","Division","2010","No","91.1078133689381","0.143049288527766","-1.3594742552565","VIIj"
"HAD","2011 VIIj data","Division","2011","No",NA,NA,NA,"VIIj"
"HAD","2012 VIIj data","Division","2012","No","72.3433449442359","0.146641993400909","-2.37323414798492","VIIj"
"HAD","2013 VIIj data","Division","2013","No","58.1123722051399","0.307488190250869","-1.20181777573954","VIIj"
"HAD","2014 VIIj data","Division","2014","No","57.5221355576957","0.396923697776536","-0.857001522915438","VIIj"
"HAD","2015 VIIj data","Division","2015","No","60.0038480699073","0.356728223260514","-1.00171101747695","VIIj"
"HAD","2016 VIIj data","Division","2016","No","63.286601604727","0.335371058704666","-0.89377614693073","VIIj"
"HAD","2017 VIIj data","Division","2017","No","68.986723623147","0.269218755256598","-1.10713136255822","VIIj"
"HAD","2018 VIIj data","Division","2018","No","61.6422647597711","0.335460811726786","-1.03017881081672","VIIj"
"HAD","2019 VIIj data","Division","2019","No","72.446675558272","0.251465747965978","-0.988694362873481","VIIj"
"HAD","2020 VIIj data","Division","2020","No","71.5644429100837","0.201001480221704","-1.37189313437101","VIIj"
"HAD","2021 VIIj data","Division","2021","No","75.8598481469773","0.173902201507599","-1.51623537885041","VIIj"
"HAD","2022 VIIj data","Division","2022","No","76.6586390239493","0.189227063728593","-1.35501345227509","VIIj"
"HAD","2023 VIIj data","Division","2023","No","74.2653975369485","0.165808796552895","-1.74050881737166","VIIj"
"HAD","2024 VIIj data","Division","2024","No","75.8401009444599","0.163163175415852","-1.78680406513157","VIIj"
"HAD","2025 VIIj data","Division","2025","No","67.0516068295918","0.211157875780454","-1.49854806427517","VIIj"
"HAD","2008 VIIk data","Division","2008","No",NA,NA,NA,"VIIk"
"HER","2003 VIa data","Division","2003","No","31.5473953473064","0.261385355952935","-3.23508658753773","VIa"
"HER","2004 VIa data","Division","2004","No","29.0128335661186","0.721332757549332","-0.853556376574241","VIa"
"HER","2005 VIa data","Division","2005","No","29.288964879027","0.522796778698168","-1.54642508082066","VIa"
"HER","2006 VIa data","Division","2006","No","30.5524131528337","0.46188662374316","-1.5633882290105","VIa"
"HER","2007 VIa data","Division","2007","No","30.8162369420432","0.403417865629435","-1.91756929812901","VIa"
"HER","2008 VIa data","Division","2008","No","30.0938992121634","0.528688961801286","-1.49782168630701","VIa"
"HER","2009 VIa data","Division","2009","No","29.6745096269495","0.678239382303607","-0.916706914627758","VIa"
"HER","2010 VIa data","Division","2010","No","30.9686957053289","0.464220497210651","-1.68993252430366","VIa"
"HER","2011 VIa data","Division","2011","No","31.1158857981385","0.418629408325519","-2.24177634913245","VIa"
"HER","2012 VIa data","Division","2012","No","30.4037791706906","0.50359592712509","-1.48941743667482","VIa"
"HER","2013 VIa data","Division","2013","No","30.6933665025275","0.508149434569817","-1.13066680952599","VIa"
"HER","2014 VIa data","Division","2014","No","30.2502970497072","0.502534702114708","-1.32538090033629","VIa"
"HER","2015 VIa data","Division","2015","No","29.6908922510814","0.53394163867424","-1.14506182741575","VIa"
"HER","2016 VIa data","Division","2016","No","30.2576073658318","0.503081751369655","-1.11456152247101","VIa"
"HER","2017 VIa data","Division","2017","No","29.5949316126284","0.4837004530316","-1.19645551898478","VIa"
"HER","2018 VIa data","Division","2018","No","29.349399918593","0.421820991822309","-1.56699132249243","VIa"
"HER","2019 VIa data","Division","2019","No","29.2759001621824","0.503623505546108","-1.31871350196647","VIa"
"HER","2020 VIa data","Division","2020","No","28.695004719863","0.571823611371587","-1.16615756642053","VIa"
"HER","2021 VIa data","Division","2021","No","29.3799575256483","0.511396386483723","-1.15889321695297","VIa"
"HER","2022 VIa data","Division","2022","No","28.668392152037","0.50381358429713","-1.46805796328099","VIa"
"HER","2023 VIa data","Division","2023","No","28.2605666716437","0.617394969610949","-1.03794210865575","VIa"
"HER","2024 VIa data","Division","2024","No","28.5981656093864","0.582871381431732","-1.2057841144768","VIa"
